No,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link,Accession
1014,CUX1,Cut Like Homeobox 1,Protein Coding,44,GC07P101815,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUX1,Q13948
1015,AMFR,Autocrine Motility Factor Receptor,Protein Coding,44,GC16M056361,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMFR,Q9UKV5
1016,ABCB7,ATP Binding Cassette Subfamily B Member 7,Protein Coding,44,GC0XM075053,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB7,O75027
1017,ELOVL5,ELOVL Fatty Acid Elongase 5,Protein Coding,44,GC06M053240,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL5,Q9NYP7
1018,EIF3F,Eukaryotic Translation Initiation Factor 3 Subunit F,Protein Coding,44,GC11P007966,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3F,O00303
1019,EIF2B1,Eukaryotic Translation Initiation Factor 2B Subunit Alpha,Protein Coding,44,GC12M123620,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B1,Q14232
1020,RNASEH1,Ribonuclease H1,Protein Coding,44,GC02M003544,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH1,O60930
1021,TRIM32,Tripartite Motif Containing 32,Protein Coding,44,GC09P116687,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM32,Q13049
1022,TIMM8A,Translocase Of Inner Mitochondrial Membrane 8A,Protein Coding,44,GC0XM101345,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM8A,O60220
1023,TOLLIP,Toll Interacting Protein,Protein Coding,44,GC11M001274,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOLLIP,Q9H0E2
1024,STT3B,STT3 Oligosaccharyltransferase Complex Catalytic Subunit B,Protein Coding,44,GC03P031550,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STT3B,Q8TCJ2
1025,PTPN13,Protein Tyrosine Phosphatase Non-Receptor Type 13,Protein Coding,44,GC04P086594,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN13,Q12923
1026,PEX14,Peroxisomal Biogenesis Factor 14,Protein Coding,44,GC01P010472,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX14,O75381
1027,PIGK,Phosphatidylinositol Glycan Anchor Biosynthesis Class K,Protein Coding,44,GC01M077088,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGK,Q92643
1028,MYO1E,Myosin IE,Protein Coding,44,GC15M059132,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1E,Q12965
1029,PSMD9,"Proteasome 26S Subunit, Non-ATPase 9",Protein Coding,44,GC12P123591,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD9,O00233
1030,SLC39A14,Solute Carrier Family 39 Member 14,Protein Coding,44,GC08P022367,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A14,Q15043
1031,FOXC1,Forkhead Box C1,Protein Coding,43,GC06P001610,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC1,Q12948
1032,COMMD1,Copper Metabolism Domain Containing 1,Protein Coding,43,GC02P061888,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1,Q8N668
1033,AGK,Acylglycerol Kinase,Protein Coding,43,GC07P141551,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGK,Q53H12
1034,MARK1,Microtubule Affinity Regulating Kinase 1,Protein Coding,43,GC01P220528,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK1,Q9P0L2
1035,GIPC1,GIPC PDZ Domain Containing Family Member 1,Protein Coding,43,GC19M014450,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIPC1,O14908
1036,FLII,FLII Actin Remodeling Protein,Protein Coding,43,GC17M018244,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLII,Q13045
1037,FANCI,FA Complementation Group I,Protein Coding,43,GC15P089243,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCI,Q9NVI1
1038,CNNM2,Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 2,Protein Coding,43,GC10P102918,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNNM2,Q9H8M5
1039,DDB1,Damage Specific DNA Binding Protein 1,Protein Coding,43,GC11M069196,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDB1,Q16531
1040,OFD1,OFD1 Centriole And Centriolar Satellite Protein,Protein Coding,43,GC0XP013734,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OFD1,O75665
1041,NAGLU,N-Acetyl-Alpha-Glucosaminidase,Protein Coding,43,GC17P042537,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGLU,P54802
1042,MTMR3,Myotubularin Related Protein 3,Protein Coding,43,GC22P029885,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR3,Q13615
1043,USP25,Ubiquitin Specific Peptidase 25,Protein Coding,43,GC21P015730,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP25,Q9UHP3
1044,TOM1,Target Of Myb1 Membrane Trafficking Protein,Protein Coding,43,GC22P035299,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOM1,O60784
1045,TPP2,Tripeptidyl Peptidase 2,Protein Coding,43,GC13P102596,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPP2,P29144
1046,PEX3,Peroxisomal Biogenesis Factor 3,Protein Coding,43,GC06P143450,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX3,P56589
1047,PLOD1,"Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 1",Protein Coding,43,GC01P011934,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD1,Q02809
1048,MOCOS,Molybdenum Cofactor Sulfurase,Protein Coding,43,GC18P036187,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOCOS,Q96EN8
1049,SLC31A1,Solute Carrier Family 31 Member 1,Protein Coding,43,GC09P113221,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC31A1,O15431
1050,PDIA4,Protein Disulfide Isomerase Family A Member 4,Protein Coding,43,GC07M149003,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDIA4,P13667
1051,PEX19,Peroxisomal Biogenesis Factor 19,Protein Coding,43,GC01M160276,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX19,P40855
1052,PCM1,Pericentriolar Material 1,Protein Coding,43,GC08P017922,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCM1,Q15154
1053,NME4,NME/NM23 Nucleoside Diphosphate Kinase 4,Protein Coding,43,GC16P000396,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME4,O00746
1054,OLA1,Obg Like ATPase 1,Protein Coding,43,GC02M174072,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLA1,Q9NTK5
1055,SEL1L,SEL1L Adaptor Subunit Of ERAD E3 Ubiquitin Ligase,Protein Coding,43,GC14M081471,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEL1L,Q9UBV2
1056,KPNA3,Karyopherin Subunit Alpha 3,Protein Coding,43,GC13M049699,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA3,O00505
1057,KPNA4,Karyopherin Subunit Alpha 4,Protein Coding,43,GC03M160494,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA4,O00629
1058,FHL3,Four And A Half LIM Domains 3,Protein Coding,42,GC01M037997,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL3,Q13643
1059,DNA2,DNA Replication Helicase/Nuclease 2,Protein Coding,42,GC10M068414,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNA2,P51530
1060,ALDH9A1,Aldehyde Dehydrogenase 9 Family Member A1,Protein Coding,42,GC01M165670,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH9A1,P49189
1061,ASCC1,Activating Signal Cointegrator 1 Complex Subunit 1,Protein Coding,42,GC10M072096,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC1,Q8N9N2
1062,VAMP8,Vesicle Associated Membrane Protein 8,Protein Coding,42,GC02P085561,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP8,Q9BV40
1063,TRAF7,TNF Receptor Associated Factor 7,Protein Coding,42,GC16P005588,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF7,Q6Q0C0
1064,RCHY1,Ring Finger And CHY Zinc Finger Domain Containing 1,Protein Coding,42,GC04M075479,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCHY1,Q96PM5
1065,RANBP9,RAN Binding Protein 9,Protein Coding,42,GC06M013621,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP9,Q96S59
1066,MRE11,"MRE11 Homolog, Double Strand Break Repair Nuclease",Protein Coding,42,GC11M094875,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11,P49959
1067,SIK3,SIK Family Kinase 3,Protein Coding,42,GC11M116843,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK3,Q9Y2K2
1068,ABLIM1,Actin Binding LIM Protein 1,Protein Coding,41,GC10M114462,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABLIM1,O14639
1069,FLVCR1,FLVCR Heme Transporter 1,Protein Coding,41,GC01P212858,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLVCR1,Q9Y5Y0
1070,FUCA2,Alpha-L-Fucosidase 2,Protein Coding,41,GC06M143494,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA2,Q9BTY2
1071,CEP290,Centrosomal Protein 290,Protein Coding,41,GC12M088049,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP290,O15078
1072,GTSE1,G2 And S-Phase Expressed 1,Protein Coding,41,GC22P046296,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTSE1,Q9NYZ3
1073,LMO7,LIM Domain 7,Protein Coding,41,GC13P075620,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO7,Q8WWI1
1074,HDLBP,High Density Lipoprotein Binding Protein,Protein Coding,41,GC02M241227,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDLBP,Q00341
1075,EIF3H,Eukaryotic Translation Initiation Factor 3 Subunit H,Protein Coding,41,GC08M116642,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3H,O15372
1076,ABHD12,"Abhydrolase Domain Containing 12, Lysophospholipase",Protein Coding,41,GC20M025294,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD12,Q8N2K0
1077,ATAD1,ATPase Family AAA Domain Containing 1,Protein Coding,41,GC10M087751,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD1,Q8NBU5
1078,CEP55,Centrosomal Protein 55,Protein Coding,41,GC10P093496,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP55,Q53EZ4
1079,DAD1,Defender Against Cell Death 1,Protein Coding,41,GC14M022565,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAD1,P61803
1080,DAP3,Death Associated Protein 3,Protein Coding,41,GC01P155688,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAP3,P51398
1081,XPNPEP3,X-Prolyl Aminopeptidase 3,Protein Coding,41,GC22P040857,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPNPEP3,Q9NQH7
1082,UBE3C,Ubiquitin Protein Ligase E3C,Protein Coding,41,GC07P157138,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3C,Q15386
1083,WDR26,WD Repeat Domain 26,Protein Coding,41,GC01M224385,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR26,Q9H7D7
1084,TES,Testin LIM Domain Protein,Protein Coding,41,GC07P116210,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TES,Q9UGI8
1085,STXBP3,Syntaxin Binding Protein 3,Protein Coding,41,GC01P108746,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP3,O00186
1086,PIBF1,Progesterone Immunomodulatory Binding Factor 1,Protein Coding,41,GC13P072782,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIBF1,Q8WXW3
1087,MRPS28,Mitochondrial Ribosomal Protein S28,Protein Coding,41,GC08M079925,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS28,Q9Y2Q9
1088,SLC6A15,Solute Carrier Family 6 Member 15,Protein Coding,41,GC12M084859,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A15,Q9H2J7
1089,NUP153,Nucleoporin 153,Protein Coding,41,GC06M017615,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP153,P49790
1090,PSMC4,"Proteasome 26S Subunit, ATPase 4",Protein Coding,41,GC19P040529,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4,P43686
1091,P4HA1,Prolyl 4-Hydroxylase Subunit Alpha 1,Protein Coding,41,GC10M073007,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA1,P13674
1092,TMEM43,Transmembrane Protein 43,Protein Coding,41,GC03P014124,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM43,Q9BTV4
1093,ATP13A1,ATPase 13A1,Protein Coding,40,GC19M019645,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A1,Q9HD20
1094,GSPT1,G1 To S Phase Transition 1,Protein Coding,40,GC16M011868,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSPT1,P15170
1095,LSM3,"LSM3 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated",Protein Coding,40,GC03P014180,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM3,P62310
1096,IBTK,Inhibitor Of Bruton Tyrosine Kinase,Protein Coding,40,GC06M082169,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBTK,Q9P2D0
1097,KDELR1,KDEL Endoplasmic Reticulum Protein Retention Receptor 1,Protein Coding,40,GC19M048382,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDELR1,P24390
1098,EIF3I,Eukaryotic Translation Initiation Factor 3 Subunit I,Protein Coding,40,GC01P032221,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3I,Q13347
1099,EIF3D,Eukaryotic Translation Initiation Factor 3 Subunit D,Protein Coding,40,GC22M036510,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3D,O15371
1100,CCDC22,Coiled-Coil Domain Containing 22,Protein Coding,40,GC0XP049432,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22,O60826
1101,CDS2,CDP-Diacylglycerol Synthase 2,Protein Coding,40,GC20P005126,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDS2,O95674
1102,BAG5,BAG Cochaperone 5,Protein Coding,40,GC14M103556,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG5,Q9UL15
1103,CETN3,Centrin 3,Protein Coding,40,GC05M090392,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN3,O15182
1104,CHPT1,Choline Phosphotransferase 1,Protein Coding,40,GC12P101696,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPT1,Q8WUD6
1105,DYNC1I2,Dynein Cytoplasmic 1 Intermediate Chain 2,Protein Coding,40,GC02P171687,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1I2,Q13409
1106,DNPEP,Aspartyl Aminopeptidase,Protein Coding,40,GC02M219373,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNPEP,Q9ULA0
1107,DOCK6,Dedicator Of Cytokinesis 6,Protein Coding,40,GC19M011199,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK6,Q96HP0
1108,EIF3J,Eukaryotic Translation Initiation Factor 3 Subunit J,Protein Coding,40,GC15P044537,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3J,O75822
1109,ECSIT,ECSIT Signaling Integrator,Protein Coding,40,GC19M011505,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECSIT,Q9BQ95
1110,TRIM9,Tripartite Motif Containing 9,Protein Coding,40,GC14M050975,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM9,Q9C026
1111,MTIF2,Mitochondrial Translational Initiation Factor 2,Protein Coding,40,GC02M055236,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTIF2,P46199
1112,USP28,Ubiquitin Specific Peptidase 28,Protein Coding,40,GC11M113797,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP28,Q96RU2
1113,TELO2,Telomere Maintenance 2,Protein Coding,40,GC16P001493,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TELO2,Q9Y4R8
1114,TGS1,Trimethylguanosine Synthase 1,Protein Coding,40,GC08P055773,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGS1,Q96RS0
1115,PPFIBP1,PPFIA Binding Protein 1,Protein Coding,40,GC12P027523,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIBP1,Q86W92
1116,PPP1R12B,Protein Phosphatase 1 Regulatory Subunit 12B,Protein Coding,40,GC01P202348,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12B,O60237
1117,RDH13,Retinol Dehydrogenase 13,Protein Coding,40,GC19M055039,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH13,Q8NBN7
1118,SLC39A10,Solute Carrier Family 39 Member 10,Protein Coding,40,GC02P195575,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A10,Q9ULF5
1119,RTKN,Rhotekin,Protein Coding,40,GC02M074583,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTKN,Q9BST9
1120,SLC39A6,Solute Carrier Family 39 Member 6,Protein Coding,40,GC18M036108,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A6,Q13433
1121,PIGT,Phosphatidylinositol Glycan Anchor Biosynthesis Class T,Protein Coding,40,GC20P045416,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGT,Q969N2
1122,PIGG,Phosphatidylinositol Glycan Anchor Biosynthesis Class G,Protein Coding,40,GC04P000505,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGG,Q5H8A4
1123,MYL6B,Myosin Light Chain 6B,Protein Coding,40,GC12P056388,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6B,P14649
1124,NUP50,Nucleoporin 50,Protein Coding,40,GC22P045163,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP50,Q9UKX7
1125,POP4,"POP4 Homolog, Ribonuclease P/MRP Subunit",Protein Coding,40,GC19P029604,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POP4,O95707
1126,SAV1,Salvador Family WW Domain Containing Protein 1,Protein Coding,40,GC14M050632,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAV1,Q9H4B6
1127,NDUFAF3,NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 3,Protein Coding,40,GC03P049020,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF3,Q9BU61
1128,MTX1,Metaxin 1,Protein Coding,40,GC01P155208,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTX1,Q13505
1129,FXR2,FMR1 Autosomal Homolog 2,Protein Coding,40,GC17M007592,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXR2,P51116
1130,RALGAPA1,Ral GTPase Activating Protein Catalytic Subunit Alpha 1,Protein Coding,40,GC14M035538,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGAPA1,Q6GYQ0
1131,RBMS1,RNA Binding Motif Single Stranded Interacting Protein 1,Protein Coding,40,GC02M160272,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS1,P29558
1132,RCBTB1,RCC1 And BTB Domain Containing Protein 1,Protein Coding,40,GC13M049531,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCBTB1,Q8NDN9
1133,TNPO3,Transportin 3,Protein Coding,40,GC07M128954,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNPO3,Q9Y5L0
1134,DNAJB9,DnaJ Heat Shock Protein Family (Hsp40) Member B9,Protein Coding,39,GC07P108569,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB9,Q9UBS3
1135,LPGAT1,Lysophosphatidylglycerol Acyltransferase 1,Protein Coding,39,GC01M211743,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPGAT1,Q92604
1136,KPNA5,Karyopherin Subunit Alpha 5,Protein Coding,39,GC06P116681,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA5,O15131
1137,KPNA6,Karyopherin Subunit Alpha 6,Protein Coding,39,GC01P032108,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA6,O60684
1138,MAEA,"Macrophage Erythroblast Attacher, E3 Ubiquitin Ligase",Protein Coding,39,GC04P001289,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAEA,Q7L5Y9
1139,KANK2,KN Motif And Ankyrin Repeat Domains 2,Protein Coding,39,GC19M011165,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANK2,Q63ZY3
1140,EIF3K,Eukaryotic Translation Initiation Factor 3 Subunit K,Protein Coding,39,GC19P038619,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3K,Q9UBQ5
1141,DCP1A,Decapping MRNA 1A,Protein Coding,39,GC03M053301,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP1A,Q9NPI6
1142,DYM,Dymeclin,Protein Coding,39,GC18M049041,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYM,Q7RTS9
1143,DIS3L,DIS3 Like Exosome 3'-5' Exoribonuclease,Protein Coding,39,GC15P066293,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3L,Q8TF46
1144,ACOT8,Acyl-CoA Thioesterase 8,Protein Coding,39,GC20M045841,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT8,O14734
1145,BMS1,BMS1 Ribosome Biogenesis Factor,Protein Coding,39,GC10P042782,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMS1,Q14692
1146,EIF3L,Eukaryotic Translation Initiation Factor 3 Subunit L,Protein Coding,39,GC22P037848,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3L,Q9Y262
1147,TCF25,Transcription Factor 25,Protein Coding,39,GC16P089873,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF25,Q9BQ70
1148,MRPS9,Mitochondrial Ribosomal Protein S9,Protein Coding,39,GC02P105020,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS9,P82933
1149,WDR12,WD Repeat Domain 12,Protein Coding,39,GC02M202874,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR12,Q9GZL7
1150,WDR36,WD Repeat Domain 36,Protein Coding,39,GC05P111091,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR36,Q8NI36
1151,WLS,Wnt Ligand Secretion Mediator,Protein Coding,39,GC01M068098,0.653871179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WLS,Q5T9L3
